2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.403Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.a.i.r.JurisdictionAreaController : Fetching all jurisdiction areas
2026-04-09T05:35:51.560Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T05:35:51.810Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T05:35:51.811Z DEBUG 1 --- [demo] [nio-8000-exec-8] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T05:35:51.811Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T05:35:51.811Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T05:35:51.811Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T05:35:51.811Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T05:35:51.812Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T05:35:51.812Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T05:36:42.055Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T05:36:42.056Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T05:36:42.056Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T05:36:42.105Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T05:36:42.106Z DEBUG 1 --- [demo] [io-8000-exec-10] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T05:36:42.106Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T05:36:42.106Z DEBUG 1 --- [demo] [io-8000-exec-10] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T05:36:42.107Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T05:36:42.107Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T05:36:42.108Z DEBUG 1 --- [demo] [io-8000-exec-10] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T05:36:42.108Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T05:44:09.180Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T05:44:09.181Z DEBUG 1 --- [demo] [nio-8000-exec-3] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T05:44:09.182Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T05:44:09.182Z DEBUG 1 --- [demo] [nio-8000-exec-3] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T05:44:09.182Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T05:44:09.182Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T05:44:09.184Z DEBUG 1 --- [demo] [nio-8000-exec-3] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T05:44:09.184Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T05:44:11.063Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T05:44:11.063Z DEBUG 1 --- [demo] [nio-8000-exec-4] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T05:44:11.064Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T05:44:11.064Z DEBUG 1 --- [demo] [nio-8000-exec-4] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T05:44:11.064Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T05:44:11.064Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T05:44:11.065Z DEBUG 1 --- [demo] [nio-8000-exec-4] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T05:44:11.065Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T06:03:33.605Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T06:03:33.605Z DEBUG 1 --- [demo] [nio-8000-exec-2] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T06:03:33.606Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T06:03:33.632Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T06:03:33.632Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T06:03:33.633Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T06:03:33.633Z DEBUG 1 --- [demo] [nio-8000-exec-7] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T06:03:33.633Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T06:03:33.633Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T06:03:33.634Z DEBUG 1 --- [demo] [nio-8000-exec-7] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T06:03:33.634Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T06:40:18.840Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T06:40:18.840Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T06:40:18.841Z DEBUG 1 --- [demo] [nio-8000-exec-5] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T06:40:18.841Z DEBUG 1 --- [demo] [nio-8000-exec-1] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T06:40:18.842Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T06:40:18.842Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T06:40:18.861Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T06:40:18.862Z DEBUG 1 --- [demo] [nio-8000-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T06:40:18.862Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T06:40:18.862Z DEBUG 1 --- [demo] [nio-8000-exec-8] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-9] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T06:40:18.864Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T06:40:18.865Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T06:40:18.865Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T06:40:18.865Z DEBUG 1 --- [demo] [nio-8000-exec-9] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T06:40:18.866Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T06:40:19.393Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T06:40:19.393Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T06:40:19.394Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T06:40:19.394Z DEBUG 1 --- [demo] [nio-8000-exec-6] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T06:40:19.394Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T06:40:19.394Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T06:40:19.395Z DEBUG 1 --- [demo] [nio-8000-exec-6] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T06:40:19.395Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T06:51:12.297Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/enforcement-agencies/", parameters={}
2026-04-09T06:51:12.297Z DEBUG 1 --- [demo] [io-8000-exec-10] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.EnforcementAgencyController#getAllEnforcementAgencies()
2026-04-09T06:51:12.297Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T06:51:12.302Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T06:51:12.303Z DEBUG 1 --- [demo] [nio-8000-exec-3] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T06:51:12.303Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T06:51:12.463Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T06:51:12.464Z DEBUG 1 --- [demo] [nio-8000-exec-4] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T06:51:12.464Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T06:51:12.464Z DEBUG 1 --- [demo] [nio-8000-exec-4] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T06:51:12.465Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T06:51:12.465Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T06:51:12.466Z DEBUG 1 --- [demo] [nio-8000-exec-4] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T06:51:12.466Z DEBUG 1 --- [demo] [nio-8000-exec-4] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T06:51:12.469Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T06:51:12.469Z DEBUG 1 --- [demo] [nio-8000-exec-2] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T06:51:12.469Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T06:51:12.470Z DEBUG 1 --- [demo] [nio-8000-exec-2] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T06:51:12.470Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T06:51:12.470Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T06:51:12.471Z DEBUG 1 --- [demo] [nio-8000-exec-2] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T06:51:12.471Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T09:02:03.544Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T09:02:03.546Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T09:02:03.547Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T09:02:03.548Z DEBUG 1 --- [demo] [nio-8000-exec-7] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T09:02:03.548Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T09:02:03.548Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T09:02:03.550Z DEBUG 1 --- [demo] [nio-8000-exec-7] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T09:02:03.550Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
